	first	answer	prediction	bert	bleu
0	第一条　（国内犯）　１　この法律は、日本国内において罪	を犯したすべての者に適用する。	を，犯，し，た，す，べ，て，の，者，に，適，用，す，る，。	0.5480051040649414	2.01381482546679
1	第一条　（国内犯）　２　日本国外にある日本船舶又は日本航空機内におい	て罪を犯した者についても、前項と同様とする。	て，罪，を，犯，し，た，者，に，つ，い，て，も，、，前，項，と，同，様，と，す，る，。	0.5284270644187927	1.5862072096590967
2	第二条　（すべての者の国外犯）　１　この法律は、日本国外において次に掲	げる罪を犯したすべての者に適用する。	げ，る，罪，を，犯，し，た，す，べ，て，の，者，に，適，用，す，る，。	0.5513505339622498	1.7176188460170134
3	第三条　（国民の国外犯）　１　この法律は、日本国外において次に掲	げる罪を犯した日本国民に適用する。	げ，る，罪，を，犯，し，た，日，本，国，民，に，適，用，す，る，。	0.5464731454849243	1.6794256847485503
4	第三条の二　（国民以外の者の国外犯）　１　この法律は、日本国外において日本国民に対して次	に掲げる罪を犯した日本国民以外の者に適用する。	に，掲，げ，る，罪，を，犯，し，た，日，本，国，民，以，外，の，者，に，適，用，す，る，。	0.5205990076065063	1.367356530572108
5	第四条　（公務員の国外犯）　１　この法律は、日本国外において次に掲げ	る罪を犯した日本国の公務員に適用する。	る，罪，を，犯，し，た，日，本，国，の公，務，員，に，適，用，す，る，。	0.5560179948806763	1.7759256642433823
6	第四条の二　（条約による国外犯）　１　第二条から前条までに規定するもののほか、この法律は、日本国外において、第二編の罪であって条約によ	り日本国外において犯したときであっても罰すべきものとされているものを犯したすべての者に適用する。	っ，て，日，本，政，府，に，義，務，を，負，う，こ，と，に，な，っ，た，者，に，適，用，す，る，。	0.48983556032180786	1.252143927031557
7	第五条　（外国判決の効力）　１　外国において確定裁判を受けた者であっても、同	一の行為について更に処罰することを妨げない。	そ，の，外，国，の判，決，が，日，本，国，内，に，効，力，を，持，つ，とき，は、，当，該，判，決，を，尊，重，し，な，け，れ，ば，な，ら，な，い，。	0.4953789710998535	0.6993862149389313
8	第五条　（外国判決の効力）　１　ただし、犯人が既に外国において言い渡された刑の全部又は一	部の執行を受けたときは、刑の執行を減軽し、又は免除する。	部，を，受，け，た，場，合，を，除，き，、，当，該，外，国，の判，決，を，日，本，国，内，に，て，効，力，を，有，す，る，。	0.5457466244697571	0.9507105644202
9	第六条　（刑の変更）　１　犯罪後の法律によって刑の変更があ	ったときは、その軽いものによる。	る，場合，に，は，、，当，該，刑，を，適，用，す，る，。	0.601622462272644	1.962672844874697
